playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8482105,2025,Jake Sanderson,OTT,D,all,3,5030.0,105.0,0.61,0.23,0.44,0.4,0.49,0.39,0.46,7.0,8.19,0.33,0.4,2.69,0.27,4.25,3.06,0.33,0.34,0.34,1.0,1.0,5.0,6.0,5.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,5.0,11.0,1.0,2.0,0.0,5.0,0.0,6.0,10.0,1.0,0.0,0.23,0.1,0.0,0.0,0.0,0.0,15.98,11.0,10.97,5.0,0.09,0.0,0.0,0.42,0.43,0.43,105.0,17.0,17.0,12.0,59.0,7.0,9.0,9.0,80.0,0.0,1.0,7803.0,2.0,2.0,1.0,10.0,39.44,2.07,2.02,2.11,2.06,33.0,21.0,18.0,72.0,2.0,2.0,0.0,48.0,6.0,0.0,1.25,0.82,0.0,2.0,0.0,0.0,71.77,54.0,53.89,0.6,0.17,0.17,2.5,2.55,2.51,61.05,7.03,6.17,6.91,6.06,50.0,33.0,27.0,110.0,0.0,10.0,0.0,58.0,14.0,11.0,1.81,1.87,3.35,0.0,0.0,0.0,110.25,83.0,83.04,0.92,2.91,2.91,5.04,4.97,4.69,5.79,7.39,124.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0
8482105,2025,Jake Sanderson,OTT,D,5on5,3,3729.0,88.0,0.61,0.23,0.55,0.38,0.52,0.38,0.49,10.0,7.36,0.28,0.36,2.29,0.24,3.91,2.92,0.28,0.29,0.29,1.0,1.0,4.0,6.0,3.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,10.0,0.0,0.0,0.0,5.0,0.0,6.0,9.0,1.0,0.0,0.18,0.1,0.0,0.0,0.0,0.0,12.98,10.0,9.97,5.0,0.07,0.0,0.0,0.36,0.36,0.36,88.0,12.0,9.0,12.0,55.0,7.0,6.0,8.0,67.0,0.0,0.0,6417.0,0.0,2.0,1.0,7.0,29.66,1.61,1.56,1.64,1.59,22.0,19.0,13.0,54.0,2.0,1.0,0.0,36.0,5.0,0.0,0.93,0.68,0.0,2.0,0.0,0.0,53.77,41.0,40.89,0.34,0.15,0.15,1.8,1.85,1.82,48.3,5.27,4.72,5.16,4.62,39.0,27.0,24.0,90.0,0.0,9.0,0.0,50.0,6.0,10.0,1.5,0.82,2.96,0.0,0.0,0.0,90.25,66.0,66.04,0.68,2.52,2.52,3.44,3.37,3.25,5.53,4.46,114.0,106.0,0.29,0.12,9.0,2.0,6.0,2.0
8482105,2025,Jake Sanderson,OTT,D,4on5,3,404.0,10.0,0.61,0.0,0.09,0.0,0.08,0.0,0.1,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,8.0,0.0,2.0,0.0,2.0,0.0,8.0,0.0,0.0,487.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.45,0.43,0.45,0.43,2.0,3.0,1.0,6.0,0.0,0.0,0.0,2.0,3.0,0.0,0.11,0.34,0.0,0.0,0.0,0.0,6.0,5.0,5.0,0.07,0.0,0.0,0.52,0.52,0.49,0.05,0.57,1.0,12.0,0.05,0.0,1.0,0.0,1.0,0.0
8482105,2025,Jake Sanderson,OTT,D,5on4,3,536.0,5.0,0.61,0.66,0.4,0.7,0.67,0.7,0.57,5.0,0.83,0.05,0.04,0.4,0.03,0.34,0.15,0.05,0.05,0.05,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.01,0.0,0.0,0.06,0.06,0.06,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,582.0,0.0,0.0,0.0,1.0,5.72,0.2,0.2,0.2,0.2,6.0,1.0,0.0,7.0,0.0,1.0,0.0,7.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.15,0.02,0.02,0.34,0.34,0.33,2.31,0.1,0.1,0.1,0.1,2.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.02,0.0,0.0,0.12,0.12,0.12,0.08,0.12,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8477507,2025,Nikita Zadorov,BOS,D,other,6,171.0,4.0,0.8,0.0,0.51,0.0,0.42,0.0,0.47,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.59,1.07,1.07,1.07,1.07,5.0,0.0,2.0,7.0,1.0,0.0,0.0,3.0,1.0,1.0,0.12,0.1,0.84,0.0,0.0,1.0,7.0,5.0,5.0,0.06,0.0,0.0,1.12,1.12,1.12,2.77,2.66,18.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
8477507,2025,Nikita Zadorov,BOS,D,all,6,7050.0,147.0,-0.0,0.5,0.4,0.42,0.46,0.43,0.44,19.0,5.59,0.23,0.32,1.71,0.18,3.43,2.12,0.23,0.23,0.23,0.0,1.0,6.0,2.0,4.0,12.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,6.0,8.0,7.0,17.0,0.0,19.0,2.0,8.0,8.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,11.35,8.0,7.77,5.0,0.06,0.0,0.08,0.22,0.21,0.21,147.0,3.0,22.0,21.0,101.0,18.0,31.0,14.0,84.0,0.0,0.0,15104.0,17.0,2.0,1.0,7.0,52.8,4.77,4.6,4.74,4.58,47.0,24.0,25.0,96.0,3.0,8.0,1.0,53.0,12.0,6.0,1.31,1.8,1.65,1.0,2.0,0.0,93.47,71.0,69.59,0.69,1.66,1.66,3.79,3.78,3.74,67.7,4.85,4.77,4.88,4.8,60.0,35.0,37.0,132.0,5.0,3.0,0.0,79.0,14.0,2.0,2.2,1.6,1.05,3.0,1.0,1.0,134.17,95.0,96.24,1.04,0.41,0.41,5.48,5.52,5.47,11.31,16.83,238.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0
8477507,2025,Nikita Zadorov,BOS,D,5on5,6,5994.0,124.0,-0.0,0.58,0.42,0.48,0.46,0.49,0.44,16.0,5.59,0.23,0.32,1.71,0.18,3.43,2.12,0.23,0.23,0.23,0.0,1.0,6.0,2.0,4.0,12.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,6.0,8.0,7.0,17.0,0.0,16.0,2.0,8.0,8.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,11.35,8.0,7.77,5.0,0.06,0.0,0.08,0.22,0.21,0.21,124.0,3.0,17.0,21.0,83.0,16.0,23.0,13.0,72.0,0.0,0.0,10847.0,17.0,2.0,1.0,6.0,52.8,4.77,4.6,4.74,4.58,47.0,24.0,25.0,96.0,3.0,8.0,1.0,53.0,12.0,6.0,1.31,1.8,1.65,1.0,2.0,0.0,93.47,71.0,69.59,0.69,1.66,1.66,3.79,3.78,3.74,53.28,3.39,3.31,3.42,3.34,45.0,30.0,30.0,105.0,3.0,2.0,0.0,63.0,11.0,1.0,1.86,1.31,0.22,3.0,0.0,0.0,107.17,75.0,76.23,0.72,0.39,0.39,3.72,3.75,3.71,5.76,7.96,154.0,179.0,0.17,0.03,7.0,1.0,6.0,1.0
8477507,2025,Nikita Zadorov,BOS,D,4on5,6,862.0,17.0,-0.0,0.0,0.13,0.0,0.18,0.0,0.17,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,4.0,0.0,13.0,0.0,7.0,0.0,10.0,0.0,0.0,1894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.82,0.4,0.4,0.4,0.4,10.0,5.0,5.0,20.0,1.0,1.0,0.0,13.0,2.0,0.0,0.21,0.19,0.0,0.0,1.0,0.0,20.0,15.0,15.0,0.26,0.01,0.01,0.64,0.64,0.64,0.62,4.06,13.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
8477507,2025,Nikita Zadorov,BOS,D,5on4,6,23.0,2.0,0.17,0.0,0.84,0.0,0.8,0.0,0.75,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.34,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8482737,2025,Zachary Bolduc,MTL,R,other,18,90.0,3.0,2.72,0.0,0.88,0.5,0.8,0.0,0.89,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.35,0.32,0.35,0.32,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.35,0.0,0.0,1.0,1.0,1.0,1.0,0.01,0.0,0.0,0.35,0.35,0.33,1.77,0.24,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8482737,2025,Zachary Bolduc,MTL,R,all,18,12233.0,276.0,3.54,0.5,0.44,0.45,0.43,0.44,0.43,177.0,20.87,2.95,1.29,4.79,0.71,9.79,7.48,2.83,2.97,2.84,3.0,1.0,18.0,9.0,14.0,41.0,7.0,3.0,2.0,1.0,1.0,0.0,8.0,13.0,15.0,24.0,6.0,12.0,0.0,45.0,6.0,9.0,15.0,7.0,5.0,0.42,0.86,1.67,0.0,1.0,2.0,41.37,27.0,26.94,4.0,0.29,0.42,0.84,2.39,2.39,2.38,276.0,37.0,15.0,40.0,184.0,44.0,59.0,40.0,133.0,0.0,1.0,55826.0,12.0,10.0,5.0,8.0,82.26,8.11,7.72,8.26,7.85,70.0,40.0,61.0,171.0,9.0,14.0,1.0,71.0,34.0,5.0,1.97,4.47,1.67,3.0,4.0,2.0,171.82,110.0,110.23,1.17,2.21,2.29,6.99,7.05,6.85,104.83,8.14,7.92,8.24,8.0,93.0,48.0,64.0,205.0,11.0,8.0,1.0,108.0,27.0,6.0,3.34,3.25,1.55,5.0,4.0,2.0,204.76,141.0,140.69,1.28,0.94,0.94,8.48,8.56,8.38,44.66,55.83,773.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0
8482737,2025,Zachary Bolduc,MTL,R,5on5,18,10976.0,239.0,3.54,0.46,0.43,0.42,0.43,0.41,0.43,160.0,16.33,1.97,1.01,3.82,0.57,7.38,6.24,1.85,2.0,1.87,3.0,1.0,13.0,8.0,10.0,31.0,6.0,2.0,2.0,1.0,0.0,0.0,8.0,9.0,11.0,19.0,5.0,10.0,0.0,42.0,6.0,8.0,12.0,6.0,3.0,0.39,0.74,0.84,0.0,1.0,1.0,31.37,21.0,20.94,4.0,0.22,0.42,0.84,1.35,1.35,1.34,239.0,23.0,15.0,40.0,161.0,39.0,52.0,33.0,115.0,0.0,1.0,41533.0,10.0,10.0,5.0,8.0,72.24,6.46,6.18,6.61,6.31,59.0,37.0,51.0,147.0,8.0,13.0,1.0,64.0,29.0,3.0,1.84,3.78,0.84,3.0,4.0,1.0,147.82,96.0,96.23,0.97,2.05,2.13,5.3,5.37,5.28,102.02,7.73,7.52,7.82,7.61,90.0,47.0,63.0,200.0,10.0,8.0,1.0,105.0,27.0,5.0,3.27,3.25,1.2,5.0,4.0,1.0,199.76,137.0,136.69,1.26,0.94,0.94,8.04,8.12,7.96,24.66,32.79,564.0,734.0,0.26,0.28,4.0,7.0,2.0,6.0
8482737,2025,Zachary Bolduc,MTL,R,4on5,18,2.0,1.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
8482737,2025,Zachary Bolduc,MTL,R,5on4,18,1165.0,33.0,3.39,0.96,0.95,0.85,0.93,0.82,0.93,108.0,4.54,0.97,0.28,0.97,0.14,2.41,1.23,0.97,0.97,0.97,0.0,0.0,5.0,1.0,3.0,9.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,5.0,1.0,2.0,0.0,2.0,0.0,1.0,3.0,1.0,2.0,0.03,0.12,0.83,0.0,0.0,1.0,9.0,6.0,6.0,0.0,0.07,0.0,0.0,1.05,1.05,1.05,33.0,12.0,0.0,0.0,21.0,4.0,7.0,6.0,16.0,0.0,0.0,4473.0,2.0,0.0,0.0,0.0,10.02,1.65,1.54,1.65,1.54,11.0,3.0,9.0,23.0,1.0,1.0,0.0,7.0,5.0,2.0,0.13,0.69,0.83,0.0,0.0,1.0,23.0,14.0,14.0,0.2,0.16,0.16,1.69,1.69,1.58,2.28,0.07,0.07,0.07,0.07,2.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.02,0.0,0.0,0.09,0.09,0.09,11.27,0.57,129.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8475765,2025,Vladimir Tarasenko,MIN,R,other,11,142.0,5.0,1.14,1.0,0.57,0.5,0.51,1.0,0.5,32.0,0.77,0.05,0.04,0.2,0.03,0.48,0.2,0.05,0.05,0.05,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.01,0.23,0.0,0.06,0.06,0.06,5.0,0.0,0.0,1.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,1.63,0.28,0.27,0.28,0.27,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.05,0.0,0.23,0.0,0.0,1.0,2.0,2.0,2.0,0.03,0.23,0.23,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.19,3.98,25.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
8475765,2025,Vladimir Tarasenko,MIN,R,all,11,9370.0,199.0,1.73,0.51,0.44,0.43,0.47,0.44,0.48,83.0,19.69,2.01,1.46,4.93,0.78,10.77,7.05,1.89,2.01,1.89,1.0,2.0,18.0,9.0,9.0,36.0,5.0,2.0,4.0,1.0,6.0,0.0,9.0,6.0,16.0,25.0,1.0,2.0,0.0,14.0,2.0,12.0,20.0,4.0,3.0,0.61,0.51,0.89,0.0,1.0,1.0,35.41,27.0,26.69,3.0,0.32,1.16,0.66,1.67,1.66,1.65,199.0,22.0,13.0,41.0,123.0,26.0,34.0,16.0,123.0,0.0,2.0,33563.0,2.0,0.0,0.0,7.0,62.34,4.85,4.59,4.86,4.6,59.0,27.0,40.0,126.0,5.0,5.0,2.0,70.0,9.0,7.0,1.59,1.11,2.15,1.0,2.0,2.0,126.06,86.0,85.89,0.93,1.46,1.46,4.33,4.36,4.3,76.62,4.63,4.41,4.51,4.3,66.0,43.0,60.0,169.0,2.0,8.0,0.0,96.0,11.0,2.0,2.56,1.37,0.69,2.0,0.0,0.0,165.57,109.0,108.11,0.96,1.18,1.18,4.42,4.34,4.13,28.29,35.45,517.0,587.0,0.0,0.0,0.0,0.0,0.0,0.0
8475765,2025,Vladimir Tarasenko,MIN,R,5on5,11,7895.0,169.0,1.73,0.43,0.46,0.38,0.47,0.38,0.47,77.0,16.08,1.8,1.21,4.13,0.66,8.24,5.96,1.69,1.8,1.69,0.0,1.0,14.0,8.0,7.0,29.0,3.0,2.0,3.0,1.0,5.0,0.0,6.0,6.0,12.0,20.0,1.0,2.0,0.0,14.0,1.0,10.0,16.0,3.0,3.0,0.5,0.42,0.89,0.0,1.0,1.0,28.41,22.0,21.7,3.0,0.26,0.93,0.66,1.4,1.39,1.38,169.0,15.0,13.0,37.0,104.0,18.0,32.0,15.0,104.0,0.0,2.0,26120.0,2.0,0.0,0.0,7.0,47.1,3.51,3.26,3.53,3.27,43.0,22.0,33.0,98.0,3.0,4.0,1.0,53.0,7.0,5.0,1.16,0.91,1.45,0.0,2.0,1.0,98.06,65.0,64.89,0.66,1.23,1.23,2.95,2.98,2.92,75.21,4.57,4.35,4.45,4.24,64.0,43.0,56.0,163.0,2.0,8.0,0.0,94.0,11.0,2.0,2.5,1.37,0.69,2.0,0.0,0.0,159.57,107.0,106.11,0.95,1.18,1.18,4.35,4.27,4.06,16.05,18.87,380.0,434.0,0.09,0.12,2.0,6.0,2.0,6.0
8475765,2025,Vladimir Tarasenko,MIN,R,4on5,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8475765,2025,Vladimir Tarasenko,MIN,R,5on4,11,1333.0,25.0,1.73,0.94,0.97,0.87,0.95,0.9,0.95,63.0,2.84,0.16,0.21,0.61,0.09,2.04,0.9,0.16,0.16,0.16,0.0,1.0,3.0,1.0,2.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.06,0.09,0.0,0.0,0.0,0.0,6.0,4.0,4.0,0.0,0.05,0.0,0.0,0.21,0.21,0.21,25.0,7.0,0.0,3.0,15.0,5.0,1.0,1.0,18.0,0.0,0.0,2677.0,0.0,0.0,0.0,0.0,13.6,1.06,1.06,1.06,1.06,14.0,5.0,7.0,26.0,1.0,0.0,0.0,16.0,2.0,1.0,0.39,0.2,0.47,1.0,0.0,0.0,26.0,19.0,19.0,0.24,0.0,0.0,1.3,1.3,1.3,1.41,0.06,0.06,0.06,0.06,2.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.01,0.0,0.0,0.07,0.07,0.07,4.62,0.16,91.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
